from,to,text,time_start,time_end,comment
NWA383,ID-1,eighteen twenty five three eighty three good day,4351.41,4353.71,
ID-1,PAA791,clipper seven ninety one departure radar contact turn left heading one zero zero climb and maintain one zero thousand,4415.35,4420.53,
PAA791,ID-1,okay one zero zero on the ah heading and ah confirm one zero thousand seven ninety one,4421.85,4427.25,pilot omits part of ident
ID-1,PAA791,affirmative ten thousand,4427.29,4428.51,
PAA791,ID-1,seven ninety one,4429.17,4430.38,pilot omits part of ident
JET3826,ID-1,boston departure jetlink thirty eight twenty six is with you ah out of a thousand,4450.76,4454.69,
ID-1,JET3826,jetlink thirty eight twenty six boston departures ah radar contact climb and maintain four thousand,4457.49,4462.38,
JET3826,ID-1,up to four thirty eight twenty six,4462.74,4464.15,
ID-1,PAA791,clipper seven ninety one turn right heading one four zero contact approach ah one two zero point six,4506.08,4511.01,
PAA791,ID-1,o k over to twenty point six and a right turn to one forty clipper seven ninety one,4511.42,4514.95,
ID-1,JET3826,jetlink thirty eight twenty six turn right heading three two zero contact approach one one eight point two five,4515.4,4520.03,
AAL601,ID-1,departure american six oh one ah passing seven hundred for five thousand,4577.37,4581.39,
ID-1,AAL601,roger american six zero one departure radar contact climb and maintain one zero thousand ten thousand,4581.42,4585.76,
AAL601,ID-1,okay up to one zero thousand now american six oh one,4587.04,4589.63,
ID-1,AAL601,american six zero one turn ah left heading zero niner zero,4600.54,4603.71,
AAL601,ID-1,zero nine zero american six oh one,4604.36,4606.43,
ID-1,COA439,continental four thirty nine departure,4658.82,4660.37,
ID-1,COA439,continental four thirty nine turn left heading zero eight zero radar contact climb and maintain one zero thousand,4665.58,4670.12,
COA439,ID-1,zero eight zero and ah say again the what,4670.45,4673.0,
ID-1,COA439,climb to ten one zero thousand continental four thirty nine,4673.59,4676.43,
COA439,ID-1,up to ten continental ah four thirty nine,4676.47,4678.69,
COA439,ID-1,three four two six,4686.54,4688.06,
ID-1,AAL601,american six zero one turn right heading two seven zero,4688.57,4691.15,
AAL601,ID-1,right to two seven oh american six oh one,4691.6,4693.92,
AAL601,ID-1,two seven point seven american six oh one,4704.57,4707.18,
ID-1,AAL601,one two seven point two,4707.32,4708.81,
AAL601,ID-1,twenty seven two good day,4709.31,4710.69,
ID-1,COA439,continental four thirty nine turn right heading one four zero,4735.16,4737.79,
COA439,ID-1,right one four zero continental ah four thirty nine,4737.97,4741.89,
NWA773,ID-1,good morning northwest seven seventy three out of one thousand for five,4743.51,4746.88,
ID-1,NWA773,northwest seven seventy three departures radar contact climb and maintain one zero thousand ten thousand turn left one zero zero,4747.26,4752.91,
NWA773,ID-1,up to ten thou and ah hundred degrees northwest ah seven seventy three,4753.59,4757.64,
ID-1,COA439,continental four thirty nine turn right heading two seven zero contact boston approach one two seven point two,4770.53,4775.48,
COA439,ID-1,twenty seven two two seven zero have a nice one,4775.49,4777.29,
ID-1,NWA773,northwest seven seventy three turn left heading zero eight zero,4786.16,4788.97,
NWA773,ID-1,zero eight zero northwest seven seventy three,4789.17,4791.1,
RYN372,ID-1,good morning departure ryan three seventy two in a left turn to a heading one forty climbing to five,4813.13,4817.21,
ID-1,RYN372,ryan three seventy two departures radar contact say altitude turn left one zero zero,4817.41,4821.26,
ID-1,RYN372,ryan three seventy two climb and maintain one zero thousand ten thousand,4826.29,4829.68,
RYN372,ID-1,climbing to ten ryan ah three seventy two,4829.73,4831.61,
ID-1,RYN372,roger beech ninety nine,4846.47,4847.83,
ID-1,NWA773,northwest seven seventy three turn right heading one four zero contact approach one two zero point six,4849.23,4853.55,
NWA773,ID-1,one forty heading twenty point six good day,4854.18,4856.1,
RYN372,ID-1,o k ah right turn to one thirty we see him ryan three seventy two,4870.29,4873.65,
RYN372,ID-1,o k,4877.51,4878.24,
ID-1,RYN372,ryan three seven two ah climb and maintain ah one zero thousand ah turn right heading one five zero,4893.0,4898.61,
RYN372,ID-1,one fifty and up to ten ryan ah three seventy two,4898.95,4901.5,
TPS1171,ID-1,trump eleven seventy one climbing to five thousand through seven hundred,4904.76,4907.86,
ID-2,NWA773,northwest seven ah seventy three fly heading of one ah six zero and contact boston approach on ah one two zero point six,4912.66,4919.06,
TPS1171,ID-2,departure trump eleven seventy one climbing to five thousand through one thousand one hundred,4925.58,4929.29,
ID-2,TPS1171,trump eleven seventy one boston radar contact turn left heading zero niner zero climb and maintain one zero thousand,4929.27,4934.13,
TPS1171,ID-2,zero nine zero and up to one zero thousand trump eleven seventy one,4935.4,4938.63,
ID-2,RYN372,ryan three seventy two climb and maintain one zero thousand and turn right heading two seven zero,4938.7,4943.09,
RYN372,ID-2,up to ten two seventy on the heading ryan three seventy two,4943.25,4945.97,
COM811,ID-2,good morning boston commuter eight eleven one thousand two hundred climbing three thousand three hundred on the heading,4952.17,4957.0,
ID-2,COM811,commuter eight eleven boston departure radar contact climb and maintain ah four thousand,4957.23,4961.1,
COM811,ID-2,four thousand commuter eight hundred eleven,4961.16,4962.53,
ID-2,TPS1171,trump eleven seventy one turn left heading zero niner zero,4963.91,4966.47,
ID-2,RYN372,ryan three seventy two contact boston approach control on frequency ah one two seven point two,4972.42,4977.24,
PCN3563,ID-2,boston precision thirty five sixty three is out of fifteen for three thousand,4984.66,4988.57,
PCN3563,ID-2,two seventy four thousand precision thirty five sixty three,4996.71,4999.26,
COM811,ID-2,maintain four thousand with the traffic in sight commuter eight eleven,5005.12,5008.1,
ID-2,COM811,commuter eight eleven contact boston approach on frequency one one eight two five,5008.04,5011.49,
COM811,ID-2,one one eight point two five commuter eight eleven good day,5011.59,5014.04,
ID-2,TPS1171,trump eleven seventy one turn right heading of two two zero,5014.04,5016.73,
TPS1171,ID-2,heading of two twenty trump eleven seventy one,5017.08,5019.1,
ID-2,PCN3563,precision thirty five sixty three contact boston approach control on frequency one two seven point two,5019.24,5024.03,
ID-2,TPS1171,trump eleven seventy one continue right turn heading two seven zero,5026.49,5029.38,
TPS1171,ID-2,heading two seven zero trump eleven seventy one,5029.54,5031.74,
ID-2,TPS1171,trump eleven seventy one contact boston approach control on frequency one two seven point two,5047.7,5051.95,
TPS1171,ID-2,trump eleven seventy one going twenty seven two,5052.06,5054.29,
PAA6523,ID-2,departure clipper sixty five twenty three is out of one thousand for five thousand,5071.49,5074.99,
ID-2,PAA6523,clipper sixty five twenty three boston departure radar contact climb and maintain ah one zero thousand and fly heading zero niner zero,5077.72,5084.54,
PAA6523,ID-2,up to ten thousand zero nine zero clipper sixty five twenty three,5084.84,5088.19,
ID-2,PAA6523,clipper sixty five twenty three turn right heading two one zero,5127.52,5130.38,
PAA6523,ID-2,right to two one zero clipper sixty five twenty three,5130.91,5133.26,
SUN685,ID-2,sundance six eighty five with you out of two point five for three,5200.47,5202.96,
ID-2,SUN685,sundance six eighty five boston departure radar contact roger ah fly heading of ah two ah eight zero climb and maintain four thousand,5203.4,5211.77,
SUN685,ID-2,two eight zero and up to four sundance six eighty five,5212.27,5214.94,
ID-2,PAA6523,clipper sixty five twenty three contact boston approach on frequency one two seven point two,5229.86,5234.09,
PAA6523,ID-2,twenty seven two clipper sixty five twenty three bye,5234.75,5237.22,
ID-2,SUN685,sundance six eighty five ah contact boston approach control on frequency ah one two seven point two,5256.15,5261.89,
SUN685,ID-2,twenty seven two sundance six eighty five,5262.71,5264.83,
USA1485,ID-2,morning boston u s air fourteen eighty five through seven hundred for five thousand,5300.32,5304.42,
ID-2,USA1485,u s air fourteen eighty five boston departure radar contact climb and maintain one zero thousand turn left heading one zero zero,5304.48,5310.2,
USA1485,ID-2,up to one zero thousand left to one zero zero u s air fourteen eighty five,5310.8,5314.62,
GAA356,ID-2,departure bizex three fifty six fifteen hundred for three thousand three zero zero vector,5346.54,5352.33,
ID-2,GAA356,bizex three fifty six boston radar contact climb and maintain four thousand,5352.28,5356.05,
GAA356,ID-2,four thousand bizex three fifty six,5356.18,5358.59,
ID-2,USA1485,u s air ah fourteen eighty five turn right heading two one zero,5383.77,5387.03,
USA1485,ID-2,a right turn two ten u s air fourteen eighty five,5387.55,5390.11,
ID-2,GAA356,bizex three fifty six contact boston approach control on frequency one one eight point two five,5389.89,5395.53,
GAA356,ID-2,eighteen twenty five bizex three fifty six,5395.59,5398.29,
ID-2,USA1485,u s air ah fourteen eighty five turn right heading two seven zero contact boston approach control on frequency one two seven point two,5428.86,5435.28,
USA1485,ID-2,twenty seven two two seventy heading u s air fourteen eighty five so long,5437.28,5440.69,
GAA357,ID-2,boston departure bizex three fifty seven is with you out of one thousand two hundred,5465.4,5468.99,
ID-2,GAA357,bizex three fifty seven ah roger climb and maintain v f r at four thousand,5469.46,5473.43,
GAA357,ID-2,v f r four thousand three fifty seven,5473.91,5475.94,pilot omits part of ident
ID-2,GAA357,bizex three fifty seven maintain v f r contact boston on one two seven point two,5493.81,5498.01,
GAA357,ID-2,one two seven point two good day,5498.19,5499.87,
ID-2,GAA357,so long,5500.05,5500.54,
AAL525,ID-2,boston departure american five twenty five is with you eleven hundred feet for five thousand,5563.45,5567.89,
ID-2,AAL525,american five twenty five boston radar contact turn left heading of zero niner zero climb and maintain one zero thousand,5567.91,5574.76,
AAL525,ID-2,zero niner zero heading up to one zero thousand american five twenty five,5575.06,5579.17,
ID-2,AAL525,american five twenty five turn further left heading of zero eight zero,5611.27,5614.9,
AAL525,ID-2,zero eight zero roger american five twenty five,5615.31,5617.75,
ID-2,AAL525,american five twenty five contact boston approach on frequency one one eight two five,5623.04,5627.06,
AAL525,ID-2,one one eight two five american five twenty five,5627.4,5630.04,
DAL266,ID-2,delta two sixty six with you leaving one point five,5631.38,5633.67,
ID-2,DAL266,delta two sixty six boston departure radar contact climb and maintain ah one zero thousand turn left heading of ah one two zero,5633.95,5640.75,
DAL266,ID-2,climb to ten thousand and turn left to heading of one twenty delta two sixty six,5641.64,5647.57,
ID-2,DAL266,delta two sixty six turn left heading zero niner zero contact boston approach on frequency ah one one eight point two five good day,5687.15,5694.45,
DAL266,ID-2,eighteen twenty five heading ninety degrees see you,5694.81,5697.23,
NWA1165,ID-2,departure northwest eleven sixty five with you out of a thousand for five,5758.36,5761.51,
ID-2,NWA1165,northwest eleven sixty five boston departure radar contact climb and maintain ah one zero thousand,5761.54,5766.84,
NWA1165,ID-2,climb to ten thousand northwest eleven sixty five,5767.03,5769.28,
ID-2,NWA1165,northwest eleven sixty five turn left heading of ah zero niner zero,5769.3,5773.62,
NWA1165,ID-2,zero nine zero northwest eleven sixty five,5774.59,5776.72,
GAA451,ID-2,departure bizex four fifty one six hundred and two sixty assigned,5796.94,5801.91,
ID-2,GAA451,bizex four fifty one boston radar contact climb maintain ah four thousand,5802.05,5806.38,
GAA451,ID-2,four thousand bizex four fifty one,5806.6,5808.33,
ID-2,GAA451,bizex four fifty one contact boston approach on frequency ah one two seven point two,5850.84,5855.75,
GAA451,ID-2,two seven point two bizex four fifty one,5855.69,5857.86,
ID-2,NWA1165,northwest eleven ah sixty five turn right heading one four zero contact boston approach control on one two zero point six good day,5862.32,5868.86,
NWA1165,ID-2,twenty point six on a one forty heading northwest eleven sixty five so long,5869.49,5872.61,
DAL175,ID-2,departure delta one seventy five is with you out of one for five,5874.92,5877.71,
ID-2,DAL175,delta one seventy five boston departure radar contact climb and maintain one zero thousand,5877.57,5881.67,
DAL175,ID-2,one seventy five is out of ah one three for ten,5882.26,5884.81,
ID-2,DAL175,delta one seventy five turn left heading of ah zero niner zero,5886.14,5888.92,
DAL175,ID-2,zero nine zero delta one seventy five,5889.15,5891.11,
